,Text,Ground_Truth
1273,"The changes you see are due to the fact that we use Monte Carlo simulation method, which accuracy depends on the number of simulations.",False
1274,I calculated weighted correlations based on 2 curves I got from Paul.,False
1275,"As the weights along the term structure I used the product of price, position and volatility for each time bucket for Gas and each of EFA slots.",False
1276,"The results are shown below Inserting these numbers into the original correlation matrix produced negatively definite correlation matrix, which brakes VAR engine.",False
1277,"Correlation matrix for any set of random variables is non negative by definition, and remains non negatively definite if calculated properly based on any historical data.",False
1278,"Here, according to our phone discussion, we started experimenting with correlations, assuming the same correlation for each EFA slot and ET Elec versus Gas.",False
1279,I am sending you the spreadsheet which summaries the results.,False
1280,In Matrix 1 the correlations across EFA slots are identical to these in original matrix.,False
1281,I obtained this matrix by trial and error.,False
1282,"Matrix 2 is produces by Naveen using Fingers algorithm, it differs from original matrix across EFA slots as well as in Power versus Gas correlations and gives higher VAR than matrix 1 does.",False
1283,Concluding we will look at the historical forward prices and try to calculate historical correlations from them.,False
1284,Interesting to note that for a higher correlation of 0.2 the power VaR increases which is counter to intuition.,False
1285,This implies that we need to look into how the correlations are being applied within the model.,False
1286,"Once we can derive single correlations from the term structure, is the next action to understand how they are being applied and whether the model captures the PL volatility in the spread option deals.",False
1287,From 0.4 onwards the VaR calculation failed.,False
1288,I certainly agree on the tip of the iceberg point.,False
1289,They do need to be watched and watched carefully.,False
1290,"An isolated incident is one thing, a pattern of losses is quite another.",False
1291,"My experience with Campbell has been limited to watching him operate in committee, and I have not been impressed.",False
1292,I would be happy to be surprised in the future.,False
1293,"MIKE At 0709 PM 7242001 0500, you wrote Interesting points.",False
1294,"However, I dont ever recall you agreeing with every Commission decision on disallowances.",False
1295,And I know you wouldnt establish differing standards for IOUs and state water agencies.,False
1296,I just hope that this isnt the tip of the iceberg.,False
1297,You really think that Campbell is a dim bulb?,False
1298,"A Republican, yes, but I havent heard anyone else describe him as a dim bulb.",False
1299,"Best, Jeff Mike Florio mflorioturn To Jeff.Dasovichenron.com .org cc Subject Re Figures show state lost big on 07242001 extra power 0540 PM Shame on you, Jeff!",False
1300,I expect this sort of thing from inexperienced reporters and dim bulbs like Campbell.,False
1301,But you KNOW that this sort of thing is no big deal.,False
1302,And when did the PUC ever disallow these kinds of losses for the utilities?,False
1303,I dont think my memory has gotten that bad.,False
1304,"MIKE At 0320 PM 7242001 0500, you wrote FYI.",False
1305,Many similar stories in the major papers today.,False
1306,The Mercury News disclosed last week that some power was being sold at a loss.,False
1307,A Republican lawmaker said Monday the loss also shows Democratic Gov.,False
1308,Gray Davis energy policies are needlessly costing consumers.,False
1309,"This whole thing is a mess, said Assemblyman John Campbell, R Irvine, who requested details of the states surplus power sales.",False
1310,The government needs to get out of the power business before it costs Californians even more money.,False
1311,A state spokesman didnt dispute the 14 million figure outright but said it is an approximation based on average prices and that the actual loss probably is less.,False
1312,"Its a number Im sure he likes very much, but its definitely an estimated number, and it could be far lower, said Oscar Hidalgo, spokesman for the state Department of Water Resources.",False
1313,Campbell responded that the loss also could be higher.,False
1314,The state has spent 415 million on power so far this month.,False
1315,State officials last week confirmed that cool weather and consumer conservation have left California holding more power than it needs.,False
1316,"The revelation was a stunning turnaround for a state that months ago was paying top dollar for power, expecting shortages this summer.",False
1317,"The state has sold 178,000 surplus megawatt hours in July at an average price of 37, the department said.",False
1318,"Based on those average prices, the state paid 21 million for the surplus power, which it sold for 6.5 million 14.5 million less than it cost.",False
1319,A more precise calculation of the states loss is difficult because purchased power is acquired at different times and prices and pooled as a portfolio.,False
1320,Purchases included long term contracts that averaged 138 per megawatt hour as well as cheaper spot market buys.,False
1321,"State officials last week said they were selling surplus at 15 to 30 a megawatt hour, while some traders cited unconfirmed sales as low as 1.",False
1322,"Hidalgo noted that the surplus sales represent just 5 percent of Californias July purchases, which totaled 415 million.",False
1323,"Despite the fact that were in somewhat of a surplus, any power buying operation in the world is going to have to plan for these types of situations, Hidalgo said.",False
1324,"Its not unique, and in fact its normal operating procedure for any utility.",False
1325,"Other Western utilities, including Portland General Electric in Oregon, have said they, too, are selling some surplus power at a loss and describe it as a cost of doing business.",False
1326,The suppliers buying the states surplus electricity on the cheap include the big out of state energy companies that the governor has called price gouging snakes.,False
1327,"Among them are Duke Energy, Dynegy Power and Marketing, El Paso Power Services, Mirant, Reliant Energy and Williams Energy.",False
1328,Best bid taken Hidalgo said the state took the best offers it could find.,False
1329,"Its only reasonable to get the best bid you can, he said.",False
1330,Kim can you also invite Mike Roberts.,False
1331,"http63.209.151.41nmailclick?idGGCCPBCJFCJBPCJHJI one size fits all great deals for all businesses, big or small Stop by HPs new one stop PC, notebook, and server promotion site for big savings, lease specials, and free equipment with purchase.",False
1332,"Then, if you tell your friends and colleagues about HP e newsletters, youll get three additional sweepstakes entries for each one of them that subscribes (for up to 10 people).",False
1333,"If ten of your friends subscribe, thats up to 30 additional chances for you to win.",False
1334,"http63.209.151.41nmailclick?idGGCCPBCJFCJBPCJIAA All offers are for a limited time only, have certain restrictions and are subject to change without notice.",False
1335,You are receiving this message because you opted in to receive online promotions.,False
1336,Variances detected in Generation schedule.,False
1337,LOG MESSAGES PARSING FILE OPortlandWestDeskCalifornia SchedulingISO Final Schedules2001033115.txt Generation Schedule Variance found in table tblGENSCHEDULE.,False
1338,Details (Hour 15 Preferred 0.00 Final 0.00) TRANSTYPE FINAL SCID ARCO MKTTYPE 2 TRANSDATE 33101 UNITID CARBGN6UNIT 1 Energy ImportExport Schedule Final schedule not found for preferred schedule.,False
1339,Details TRANSTYPE FINAL SCID ECTRT MKTTYPE 2 TRANSDATE 33101 TIEPOINT SYLMAR2NOB INTERCHGID EPMICISODFISH ENGYTYPE NFRM,False
1340,you still at school?,False
1341,"I forwarded Roger the docs separately, but thanks for the reminder.",False
1342,I am capable of forgetting!,False
1343,"Kay Lisa Bills 01042001 1219 PM To Kay MannCorpEnronEnron cc Subject Re CA Development agreements Kay, 1.",False
1344,Finance will have comments to you this afternoon.,False
1345,"I noticed just now that Roger Ondreko, as accounting signoff, was not copied.",False
1346,Vince I was confused also but I think this is the computer we ordered for the new employee that is coming next week (Rakesh Bharati).,False
1347,Also there is another computer back there that does not have much memory and we ordered an upgrade for it (Jasons).,False
1348,I went ahead an did it so that they would be ready when the new employees come in.,False
1349,Maureen already has her upgrade.,False
1350,"Shirley Vince J Kaminski 12182000 0358 PM To Shirley CrenshawHOUECTECT cc Vince J KaminskiHOUECTECT Subject New PC with two 128mb of RAM Shirley, Is this an upgrade for Maureen?",False
1351,"Hi Carol, I saw that you posted about getting a nanny.",False
1352,"Ive used two services, but only one that I can suggest.",False
1353,"For my last nanny, I used Morningside Nanny Service, or something close to that.",False
1354,"They seemed thorough, and found us a wonderful person.",False
1355,"Ive also used River Oaks Nanny, but they sent me a nut case.",False
1356,Sorry I lost my temper.,False
1357,I guess Im not accustomed to being transferred to someone else to get things done.,False
1358,"No reason to lose my temper, though.",False
1359,505066 Changed to APB.,False
1360,505313 Changed to APB.,False
1361,(505229 Kept the same.),False
1362,Doves Lost Souls 08 Catch the Sun.mp3,False
1363,"Regards, Wendi LeBrocq 3 3835",False
1364,Do you know what the volumns per day are for 260994 as well as the delivery point?,False
1365,"Just a reminder that when entering a wheel, the Interchange ID must be the same for the import and export.",False
1366,"When the Import is labeled as EPMICISO and the Export as CISOEPMI, the ISO views these as unique imports and exports.",False
1367,"They will not be linked together for a wheel, thus causing ancillary services charges to occur.",False
1368,"Leslie,after seeing point 3 in writing , I would be extremely reluctant to submit.",False
1369,"This kind of conjecture about market manipulation , coming from us.",False
1370,would only serve to fuel the fires of the naysayers I would delete.,False
1371,"I am supposed to be out of here at 215 today, so if you have stuff to add after that, get it to Christi.",False
1372,The e mail I sent yesterday has an attachment that installs the new version of the database.,False
1373,It worked well in the four computers we used to test it.,False
1374,"Nevertheless, it failed on Bob Shultss computer (maybe because of a slightly different configuration of his computer).",False
1375,"Sorry for the inconvenience, Eugenio",False
1376,"Since we compete with Big 5 for talent at several schools, we should be aware of the make up of some of their job offers that lure students to join them.",False
1377,Paying for a masters degree at UVA ahead of time is certainly an interesting piece of this job offer.,False
1378,"Livelink was unavailable at the time of notification, so the detail on these changes will be available for viewing when the preliminary report goes out tomorrow, 111501.",False
1379,"Thanks, Cheryl Johnson Enron Net Works Global Data Management 713.853.3103",False
1380,adr Audrey D. Robertson Transwestern Pipeline Company email address audrey.robertsonenron.com (713) 853 5849 (713) 646 2551 Fax,False
1381,"Drew, Steve Harris said this morning that Susan was out today.",False
1382,I will be out Monday and Tuesday next week.,False
1383,"Keith From Drew Fossum 12012000 0830 AM To Susan ScottETSEnronENRON cc Keith PetersenETSEnronENRON, Mary Kay MillerETSEnronENRON Subject Gallup Lets talk today, susan.",False
1384,This is an unbeatable deal on an unparalleled software applica tion for the upstream oil and gas industry.,False
1385,"It provides a complete offshore data solution enhanced with powerful drawing, reporting, and data search tools.",False
1386,"Features Print your customized maps up to 11x17 Export your maps using a variety of common formats (bitmap, JP EG, GIF, etc.)",False
1387,"On January 13, 2000, FERC issued a Section 7(c) certificate for Transwesterns Gallup Expansion.",False
1388,"Transwestern accepted the certificate January 14, 2000 but reserved the right to seek rehearing or clarification of the order.",False
1389,"On January 18, 2000, Transwestern filed a motion for extension of time to comply with the condition that Transwestern file its discounted rates.",False
1390,"Transwestern has already filed with the Commission the discounted rates it will charge its expansion shippers, subject to a request for confidentiality.",False
1391,"Reuters English News Service, 053001 USA UPDATE 1 PGE opens bids to add 1.2 bcf of natgas in Calif. 05302001 Reuters English News Service (C) Reuters Limited 2001.",False
1392,"The move by the company, a subsidiary of San Francisco based PGE Corp. , responds to Californias growing demand for natural gas to run new power plants.",False
1393,"As it stands, PGEs open season is offering firm capacity on its its Redwood, Baja, and Silverado pipelines.",False
1394,"These lines transport gas from Malin, Oregon Topock, Arizona, and California gas production to the companys local transmission system and other pipelines.",False
1395,PGEs current intrastate pipeline system can transport more than 3 bcf of gas a day throughout Northern and Central California.,False
1396,"Over the past year, utilization rates on many California pipelines have jumped from 75 percent to near full capacity, limiting deliveries into the state needed to drive gas fired power plants.",False
1397,"Demand for gas, which already accounts for more than a third of Californias power generation, is expected to jump.",False
1398,"Since April 1999, California has approved 14 major gas fired projects with a combined generation capacity of more than 9,500 megawatts.",False
1399,"Ten gas fired plants, with a total generation capacity of more than 6,000 megawatts, are already under construction.",False
1400,"Copyright , 2000 Dow Jones Company, Inc. All Rights Reserved.",False
1401,"Unless the seams issue is addressed, RTOs could soon resemble huge speed bumps which could not just slow down, but do permanent harm to the vehicle of competition, the petitioners warned.",False
1402,"Its overdue, but we appreciate the fact that its coming about, said John Hughes, technical director at the Electricity Consumers Resource Council.",False
1403,ELCON represents large industrial electricity users.,False
1404,"ELCON was joined in the petition by Enron Power Marketing Inc. (ENE), Reliant Energy Power Generation (REI) and Dynegy Inc. (DYN), and the Electric Power Supply Association.",False
1405,"If youre moving toward a national grid, as the administration has proposed in its national energy policy, you want to make sure you dont have disconnects at the seams of these RTOs, he said.",False
1406,"The more standardized the business practices for the grid the better, said Stultz.",False
1407,"FERC spurred a similar standardization process in the natural gas industry, which resulted in creation of a Gas Industry Standards Board, or GISB.",False
1408,"GISB produced uniform communications protocols for reserving pipeline capacity and standardized business practices, Massey noted, expressing the desire for the electric industry to do the same.",False
1409,"By Bryan Lee, Dow Jones Newswires, 202 862 6647, bryan.leedowjones.com Copyright , 2000 Dow Jones Company, Inc. All Rights Reserved.",False
1410,"In April, the Crown Estates granted an option for the building of up to 13 offshore power projects, which together could produce up to 1,500 megawatts of electricity to around one million households.",False
1411,"Also, in February, Energy Minister Peter Hain announced plans to cut red tape for wind energy projects.",False
1412,The results of a consultation with the industry for the creation of a one stop shop to facilitate speedy approval of the new wind farm projects is due within days.,False
1413,"However, the Ministry of Defense said the objections brought against Humble Hill could apply potentially to other projects, including some of the offshore wind projects.",False
1414,"We will assess wind farms on a case by case basis, a Ministry of Defense spokesman told Dow Jones Newswires.",False
1415,"However, the Ministry said there was no blanket ban and that wind projects located close to a radar had been given the go ahead in the past.",False
1416,"Companies that may be affected by these developments include Scottish Power PLC (SPW), RoyalDutch Shell and Elsam AS, which together plan to place up to 90 wind turbines seven kilometers offshore Cleveleys in Lancashire.",False
1417,"Although the Ministry of Defense hasnt raised formal objections so far, it has notified developers that the project is located within scope of a military radar, a Scottish Power spokesman said.",False
1418,"The news from the Ministry of Defense is quite disquieting, a spokeswoman for the British Wind Energy Association said.",False
1419,"By Germana Canzi, Dow Jones Newswires 44 20 7842 9283 germana.canzidowjones.com Copyright , 2000 Dow Jones Company, Inc. All Rights Reserved.",False
1420,The government statement said both the DPC and the MSEB have agreed to look at the options available for reducing the cost of power.,False
1421,"Power tariffs, deemed unaffordable by the state government, are at the core of this dispute.",False
1422,"On Tuesday, the MSEB stopped buying power from the two year old Dabhol plant.",False
1423,This move came five days after the MSEB told DPC that it was canceling the 1995 Power Purchasing Agreement between the two parties that sets electricity prices.,False
1424,MSEB officials said Wednesday that the Dabhol plant has stopped producing electricity.,False
1425,"We can surmise it (the plant) is closed, for Maharashtra state is the only purchaser of power, said a senior MSEB official.",False
1426,"He added, The (negotiation panel) meetings are going on and when it (the plant) will reopen will depend on this.",False
1427,The DPC maintains that it hasnt shut down its plant.,False
1428,"The plant continues to be operational as required by the Power Purchase Agreement, said a company statement.",False
1429,"By Steve Percy, Dow Jones Newswires, 91 22 2884211 steve.percydowjones.com Copyright , 2000 Dow Jones Company, Inc. All Rights Reserved.",False
1430,Official Enron plant stops producing power after power pact canceled By RAMOLA TALWAR BADAM Associated Press Writer 05302001 Associated Press Newswires Copyright 2001.,False
1431,"A top official from the Maharashtra State Electricity Board told The Associated Press on condition of anonymity that the plant is probably closed, since the state is the plants only customer.",False
1432,The official said the plant could begin generating electricity once talks between the government and Enron officials resolve a dispute over a 1995 power purchasing agreement.,False
1433,"The state board stopped buying power from the 2 year old naphtha plant Tuesday, amid accusations of exorbitant prices charged by Dabhol Power Company, Enrons Indian unit.",False
1434,This came five days after the MSEB notified the company it was canceling an agreement to buy power.,False
1435,"However, a Dabhol Power Company spokesman declined to comment on the status of the plant, located 210 miles south of Bombay.",False
1436,Federal and state officials are currently negotiating with the state utility and Enron officials about the power purchasing agreement.,False
1437,"Copyright , 2000 Dow Jones Company, Inc. All Rights Reserved.",False
1438,INDIA India says committed to resolve Enron dispute.,False
1439,05302001 Reuters English News Service (C) Reuters Limited 2001.,False
1440,Enron and the Maharashtra State Electricity Board (MSEB) have been locked in a wrangle over payment for power purchased by the utility.,False
1441,"Earlier on Wednesday, the chairman of MSEB, the sole buyer of Enrons Dabhol Power Co, said the utility had stopped purchasing power from Enron.",False
1442,MSEB officials said Dabhol had stopped producing power since noon on Tuesday.,False
1443,The statement said the government had asked officials to ask power deficient states about their requirement of electricity and the cost they were willing to pay.,False
1444,(New Delhi Newsroom 91 11 3012024 Fax 91 11 3014043 himangshu.wattsreuters.com).,False
1445,"Copyright , 2000 Dow Jones Company, Inc. All Rights Reserved.",False
1446,"Pursuant to the Program, Member Firms and individuals members who own seats 20 will have their NYMEX Division fees reduced by 12 cents per round turn (6 20 cents per trade side).",False
1447,cents per trade side).,False
1448,Clearing Members who clear Member Firm trades should adjust their billing 20 systems accordingly.,False
1449,NYMEX issues payments directl y20 to individual members based upon their trading activity.,False
1450,Beth Perlman tells me that you are in charge on this system.,False
1451,It does not work.,False
1452,I thought that this was going to be corrected last week.,False
1453,I am confused about why we are using a system that does not work.,False
1454,I understand that there are bugs in the system.,False
1455,Was the system tested before being put into production?,False
1456,I tried to reach you by phone.,False
1457,I talked with Torey Hayden and verbally okayed the access for Bob Hall.,False
1458,My number is 35926.,False
1459,I look forward to hearing from you on solutions and timing.,False
1460,The potential for freezing rain and hazardous road conditions may be present this evening and early tomorrow morning particularly in the northern and western parts of the city.,False
1461,"The Enron building will be open for business tomorrow, Wednesday, December 13th.",False
1462,Kay Here is some initial information regarding the process.,False
1463,Question 2 How hot is it down there?,False
1464,"Question 3 Cheap is good, but if youre going to travel that far to dive, is the diving good there, or is there another place (like Beliz) where the diving is supposed to be killer?",False
1465,you are a player though.,False
1466,hopefully you can make it.,False
1467,It looks very good.,False
1468,I made a few minor changes this evening to add units of measure to 1 2 slides ( in millions).,False
1469,"Terry will be in touch, or you can reach her at ext.",False
1470,Have a great weekend.,False
1471,"Hi Dale, Just got your email re assignment out of TurboPark.",False
1472,Here are the draft documents being reviewed by the lender for the movement of equipment out of TurboPark.,False
1473,I spoke to Tom Loberg of Montana Power today regarding the status of our discussions on the D5A.,False
1474,He advised me that part of their merger deal with Northwestern Corp required that projects such as the one contemplated for the D5A required the approval of Northwesterns board.,False
1475,"Montana presented the project to Northwesterns board today, but the board declined to grant such approval.",False
1476,We will of course immediately begin to pursue other sales opportunities for this turbine.,False
1477,"FYI, our exclusivity agreement with Northwestern expires tomorrow.",False
1478,Any idea when this will be rescheduled?,False
1479,"thanks Rick By the way, JCP is being restructured or killed.",False
1480,"Gerald, Both Chris and I are OK with the changes proposed by EGEP.",False
1481,Enron and you made millions out of the pocketbooks of California consumers and from the efforts of your employees.,False
1482,"Indeed, while you netted well over a 100 million, many of Enrons employees were financially devastated when the company declared bankruptcy and their retirement plans were wiped out.",False
1483,And Enron made an astronomical profit during the California energy crisis last year.,False
1484,"As a result, there are thousands of consumers who are unable to pay their basic energy bills and the largest utility in the state is bankrupt.",False
1485,The New York Times reported that you sold 101 million worth of Enron stock while aggressively urging the companys employees to keep buying it.,False
1486,email address is correct but I am not Carol St. Clair (the next name in your list).,False
1487,"In order to ensure that your e mail address will appear correctly in our next print edition and electronic formats, it is important that you verify the accuracy of your information by responding YES.",False
1488,"Your reply is requested by 1200 noon (Eastern Standard Time) on Thursday, 232000.",False
1489,Thank you for your help.,False
1490,"Sincerely, Martindale Hubbell Editorial Department For internal use sshacklenron.com 9271913700 0000000 St. Clair Carol L. 3",False
1491,"Shelley, I was thinking just revenue, but we can just as easily do OM, too.",False
1492,Which would you prefer?,False
1493,Frost Sullivan capabilities 10 minutes ?,False
1494,Questions Answers 20 minutes Agenda TelecomBroadband 430 530 ?,False
1495,Frost Sullivan capabilities 10 minutes ?,False
1496,TelecomBroadband speaker Industry Insights 25 minutes Role of UtilicomEnergy providers in telecom Overall wholesale market perspective Overview of data services market Insight and update on bandwidth trading services ?,False
1497,"We have previously discussed the purchase of CPLEX, but after trialing both systems, have found some worthwhile advantages with XPRESS.",False
1498,XPRESS is particularly suited to my application because it handles Special Ordered Sets.,False
1499,Planner is a C interface for CPLEX.,False
1500,"It has some significant limitations, and does not permit access to all CPLEX features.",False
1501,90 days of full maintenance services will be provided with the purchase.,False
1502,The EMOSL utility will be provided at no cost.,False
1503,The XBSL system will be provided at no cost when it is released in a few weeks time.,False
1504,"For the Gas Storage Optimization model, I would like to purchase One development license, hyper version, with modeller, primaldual simplex, MIP search, dlls, EMOSL and XBSL when available.",False
1505,Alan Meeting scheduled for Friday at 930 a.m. in your office.,False
1506,Joya F. Williams Davis Sr. Admin.,False
1507,l.a. but Ill kill it.,False
1508,1 went 6 4 with two pushes.,False
1509,up 400 makes a balance of 4130.,False
1510,"Thanks, I am just trying to learn from you this type of modeling (MA) and to make sure I know the model if in case your out and Don needs something.",False
1511,"Mark, thanks for the note look forward to working with you you did a great job for me in ENA, Im sure that will continue.",False
1512,Variances detected in Load schedule.,False
1513,LOG MESSAGES PARSING FILE OPortlandWestDeskCalifornia SchedulingISO Final Schedules2001041122.txt Energy ImportExport Schedule Final schedule not found for preferred schedule.,False
1514,Details TRANSTYPE FINAL SCID ECTRT MKTTYPE 2 TRANSDATE 41101 TIEPOINT PVERDE5DEVERS INTERCHGID EPMICISOGUZ ENGYTYPE FIRM Load Schedule Variance found in table tblLoads.,False
1515,Details (Hour 22 Preferred 49.25 Final 49.24) TRANSTYPE FINAL LOADID PGE3 MKTTYPE 2 TRANSDATE 41101 SCID EPMI,False
1516,Enron Network Services will power down the 3AC network infrastructure between 330 400.,False
1517,There will be no 3 Allen Center network access during the electrical maintenance and the outage will continue until ENS is able to power up all of the networking devices.,False
1518,"When power is restored to building, systems will be powered back up and telco services tested for dial tone and connectivity.",False
1519,"If you need access to 3AC anytime that Saturday, you will need to contact Trizechan Properties beforehand with your security information (Jael Olson at 713 336 2300).",False
1520,SCHEDULED SYSTEM OUTAGES ARDMORE DATA CENTER FACILITY OPERATIONS No Scheduled Outages.,False
1521,AZURIX No Scheduled Outages.,False
1522,EB34 DATA CENTER FACILITY OPERATIONS No Scheduled Outages.,False
1523,Backout Load a different IOS.,False
1524,"Backout Take new server offline, Bring up old servers change users profiles back to original settings.",False
1525,Environments Impacted DNS Purpose We are losing the space on 17th floor in 3AC.,False
1526,We are moving during the building power outage so that we take the server down only once.,False
1527,"Backout None, we have to move before Nov.1.",False
1528,Backout Turn routing to 3AC back on.,False
1529,Contact(s) Chrissy Grove 713 345 8269 Vince Fox 713 853 5337 FIELD SERVICES No Scheduled Outages.,False
1530,INTERNET No Scheduled Outages.,False
1531,MESSAGING No Scheduled Outages.,False
1532,MARKET DATA No Scheduled Outages.,False
1533,NT No Scheduled Outages.,False
1534,OS2 No Scheduled Outages.,False
1535,OTHER SYSTEMS SEE ORIGINAL REPORT SITARA No Scheduled Outages.,False
1536,SUNOSS SYSTEM No Scheduled Outages.,False
1537,TELEPHONY SEE ORIGINAL REPORT TERMINAL SERVER No Scheduled Outages.,False
1538,UNIFY No Scheduled Outages.,False
1539,I forwarded your picture to Eric and your little comment about you wanting to join Quiet Riot has sent shockwaves through the members of Monkey Pump.,False
1540,"First of all, you havent even been voted into the band yet (seems the chances are getting less likely with you already shopping your skills on the market) and now you already discussing new ventures.",False
1541,"Secondly, Monkey Pump is not a stepping stone.",False
1542,We are big time and those has beens Quiet Riot will wish for just a small portion of our fame and fortune.,False
1543,When we return on behind the music............,False
1544,"When you leave the program, you will have R An understanding of basic financial and accounting issues relevant to Enrons transactions.",False
1545,R A basic understanding of how Enron structures deals the deal space and how the financial principals discussed relate to Enron deals.,False
1546,Thanks for the update.,False
1547,I want to document my appreciation for your efforts and attitude during this incident.,False
1548,There was no hesitation on Aprils part to make loans to Jenny and me.,False
1549,I have ccd Jeff Skilling because I believe he needs to know that he has very efficient and compassionate people working for Enron.,False
1550,"April, Amy and Cristina, thank you for being yourselves.",False
1551,"The DC Circuit Court of Appeals has extended the date for states and sources to comply with the EPAs NOx SIP Call regulation to May 2004, from the original May 2003 date.",False
1552,"Background Back in May 1999, a federal Court stayed the NOx SIP submittal deadline for States, pending the final outcome of the NOx SIP litigation.",False
1553,"The Court lifted the stay on June 22, 2000, but was silent on the issue of the compliance deadline.",False
1554,"States are now required to develop their State Implementation Plans (SIPs) by October 31, 2000.",False
1555,"Yesterday, the Court decided that sources should have until May 2004 to comply, giving sources an extra year to prepare for the new regulatory regime.",False
1556,"The Section 126 Rule is going to be litigated starting this coming November, but the Court has not yet issued a stay of those regulation, nor has it delayed the compliance deadline to 2003.",False
1557,"Unless the Court places a stay on the 126 Rule and delays the compliance deadline to 2004, sources could still be required to make substantial NOx reductions starting in May 2003.",False
1558,We will keep you posted with any developments as they occur.,False
1559,Jeff Keeler (202) 466 9157 Mary Schoen (713) 345 7422,False
1560,"D Michael OlsenENRON 02262001 0254 PM To Daren J FarmerHOUECTECT cc Subject deal 637225 This is the deal we made for El Paso last Friday to replace deal 235670, which had Teco.",False
1561,Julie Meyers needs a price to be added to the deal.,False
1562,Which price should I add?,False
1563,"After talking to Mike, I wanted to clarify one point.",False
1564,"If that is the route that is chosen, it will be necessary for ESA and ENA to enter into an agreement whereby the ESA employee is seconded to ENA for purposes of providin these services.",False
1565,You will note that I have commented on several items you list under Legal Issues as well since these concepts have a tax impact.,False
1566,"NO, THIS WOULD CREATE PROBLEMS ADDRESSED IN THE THIRD QUESTION IN THE TAX SECTION BELOW.",False
1567,THE PERSON WHO RUNS THE STACK MANAGER MUST BE LOCATED IN HOUSTON.,False
1568,IT WILL BE PERMISSIBLE FOR THAT PERSON TO RECEIVE INPUT FROM ENRON AMERICA DE SUR EMPLOYEES IN BUENOS AIRES BUT THE STACK MANAGER MUST BE RUN OUT OF HOUSTON.,False
1569,Can an ESA employee execute the transaction on behalf of ENA?,False
1570,Can Julian sitting in Buenos Aires have read only access to that product on the Stack Manager?.,False
1571,THIS SOUNDS OK TO ME.,False
1572,I ASSUME HE IS JUST MONITORING THE TRADING ACTIVITY AND WILL ADVISE ENA IF HE SEES ANY POTENTIAL PROBLEMS.,False
1573,"Youre probably right, Sharen, since the counterparty continues to send confirmation letters with FPL Energy Power Marketing instead of Florida Power Light.",False
1574,"Unfortunately, the marketer who contacts our trader to transact identifies himself as being with Florida Power Light, which is where I believe the confusion is coming from.",False
1575,"Thanks for the heads up, Kate From Sharen Cason 04202001 0255 PM To Kate SymesPDXECTECT cc Kimberly HundlCorpEnronEnron, Amy SmithENRONenronXgate Subject 587574 Can you check with the trader on this deal.",False
1576,We have had to change several deals input with this CP name.,False
1577,I believe it should be FPL Energy Power Mktg.,False
1578,not Florida Power Light Company.,False
1579,"I think one is a utility which would be local and one is a marketer, who can trade anywhere.",False
1580,we have 4 do you want them?,False
1581,Errol McLaughlinENRON 01312001 0856 AM To John ArnoldHOUECTECT cc Subject Re Sherry thanks,False
1582,ATTENTION ANALYST ROTATING WITHIN THE NEXT 2 TO 3 MONTHS Portland is a small ENA office with approximately 100 employees in power and origination for the western region of the United States.,False
1583,"The office is managed by Tim Belden and Chris Calger with the following business units West Power Trading, Scheduling, Middle Market, Real Time, Fundamental Analysis, Settlements, Risk Management, and Western Origination.",False
1584,"Because of the size and lay out of the Portland office, Analysts are presented with some unique opportunities which may not be experienced in other departments at Enron strong sense of teamwork.",False
1585,ability to interact with other departments on a regular basis.,False
1586,strong commitment to the development of talent.,False
1587,ability to rotate within the Portland office to other key functions.,False
1588,"Fortunately, some of us dont need 50 years to figure most of these things out!",False
1589,THINGS THAT IT TOOK ME FIFTY YEARS TO LEARN (by DAVE BARRY) 1.,False
1590,Never under any circumstances take a sleeping pill and a laxative on the same night.,False
1591,"If you had to identify, in one word, the reason why the human race has not achieved, and never will achieve, its full potential, that word would be meetings.",False
1592,There is a very fine line between hobby and mental illness.,False
1593,People who want to share their religious views with you almost never want you to share yours with them.,False
1594,You should not confuse your career with your life.,False
1595,"When trouble arises things look bad, there is always one individual who perceives a solution is willing to take command.",False
1596,"Very often, that person is crazy.",False
1597,Nobody cares if you cant dance well.,False
1598,Just get up and dance.,False
1599,"A person who is nice to you, but rude to the waiter, is not a nice person.",False
1600,"The one thing that unites all human beings, regardless of age, gender, religion, economic status or ethnic background, is that, deep down inside, we ALL believe that we are above average drivers.",False
1601,Late last evening the Assembly committee passed its version of the Edison MOU (SB 78).,False
1602,The DA provisions in the bill that passed out of the committee are essentially the same as those discussed previously (see previous note attached).,False
1603,"When and if the bill makes it out of the Appropriations committee, the Assembly will attempt to pass it out of the full Assembly.",False
1604,The current PUC proposal would suspend DA retroactive to July 1.,False
1605,"In conversations with the Governors point people in charge of getting the bill passed, they indicated that they are aware of the problems with the PUC proposal and are working to resolve it.",False
1606,"If you have any questions, dont hesitate to contact me at 415.782.7822.",False
1607,"Phillip, Below is the information for the CGAS book that was killed on 121301.",False
1608,This book should have liquidated in December.,False
1609,Can we get this deal back?,False
1610,"Transwestern average deliveries to California were 1,083 MMcfd (99) while east deliveries averaged 276 MMcfd.",False
1611,San Juan lateral throughput averaged 847 MMcfd while receipts from Rio Puerco averaged 46 MMcfd.,False
1612,Mojave deliveries averaged 40 MMcfd throughout the week.,False
